PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
025 | JN   | 000 | 031 | 001 | 20F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 20F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 210 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 210 | 211 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 210 | 211 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 210 | 211 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 210 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 210 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 210 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 210 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 210 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 211 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 211 | 212 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 211 | 212 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 211 | 212 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 211 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 211 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 211 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 211 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 211 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 212 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 212 | 213 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 212 | 213 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 212 | 213 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 212 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 212 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 212 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 212 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 212 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 213 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 213 | 214 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 213 | 214 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 213 | 214 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 213 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 213 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 213 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 213 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 213 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 214 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 214 | 215 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 214 | 215 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 214 | 215 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 214 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 214 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 214 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 214 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 214 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 215 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 215 | 216 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 215 | 216 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 215 | 216 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 215 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 215 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 215 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 215 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 215 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 216 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 216 | 217 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 216 | 217 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 216 | 217 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 216 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 216 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 216 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 216 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 216 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 217 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 217 | 218 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 217 | 218 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 217 | 218 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 217 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 217 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 217 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 217 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 217 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 218 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 218 | 219 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 218 | 219 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 218 | 219 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 218 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 218 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 218 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 218 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 218 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 219 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 219 | 21A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 219 | 21A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 219 | 21A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 219 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 219 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 219 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 219 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 219 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 21A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 21A | 21B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 21A | 21B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 21A | 21B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 21A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 21A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 21A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 21A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 21A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 21B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 21B | 21C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 21B | 21C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 21B | 21C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 21B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 21B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 21B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 21B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 21B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 21C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 21C | 21D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 21C | 21D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 21C | 21D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 21C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 21C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 21C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 21C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 21C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 21D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 21D | 21E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 21D | 21E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 21D | 21E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 21D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 21D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 21D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 21D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 21D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 21E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 21E | 21F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 21E | 21F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 21E | 21F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 21E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 21E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 21E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 21E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 21E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 21F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 21F | 220 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 21F | 220 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 21F | 220 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 21F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 21F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 21F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 21F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 21F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 220 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 220 | 221 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 220 | 221 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 220 | 221 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 220 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 220 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 220 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 220 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 220 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 221 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 221 | 222 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 221 | 222 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 221 | 222 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 221 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 221 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 221 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 221 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 221 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 222 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 222 | 223 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 222 | 223 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 222 | 223 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 222 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 222 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 222 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 222 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 222 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 223 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 223 | 224 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 223 | 224 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 223 | 224 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 223 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 223 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 223 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 223 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 223 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 224 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 224 | 225 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 224 | 225 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 224 | 225 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 224 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 224 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 224 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 224 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 224 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 225 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 225 | 226 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 225 | 226 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 225 | 226 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 225 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 225 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 225 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 225 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 225 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 226 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 226 | 227 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 226 | 227 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 226 | 227 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 226 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 226 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 226 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 226 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 226 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 227 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 227 | 228 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 227 | 228 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 227 | 228 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 227 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 227 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 227 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 227 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 227 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 228 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 228 | 229 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 228 | 229 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 228 | 229 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 228 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 228 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 228 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 228 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 228 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 229 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 229 | 22A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 229 | 22A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 229 | 22A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 229 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 229 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 229 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 229 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 229 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 22A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 22A | 22B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 22A | 22B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 22A | 22B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 22A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 22A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 22A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 22A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 22A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 22B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 22B | 22C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 22B | 22C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 22B | 22C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 22B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 22B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 22B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 22B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 22B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 22C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 22C | 22D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 22C | 22D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 22C | 22D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 22C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 22C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 22C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 22C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 22C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 22D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 22D | 22E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 22D | 22E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 22D | 22E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 22D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 22D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 22D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 22D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 22D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 22E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 22E | 22F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 22E | 22F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 22E | 22F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 22E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 22E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 22E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 22E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 22E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 22F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 22F | 230 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 22F | 230 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 22F | 230 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 22F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 22F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 22F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 22F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 22F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 230 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 230 | 231 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 230 | 231 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 230 | 231 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 230 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 230 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 230 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 230 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 230 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 231 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 231 | 232 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 231 | 232 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 231 | 232 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 231 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 231 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 231 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 231 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 231 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 232 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 232 | 233 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 232 | 233 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 232 | 233 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 232 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 232 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 232 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 232 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 232 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 233 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 233 | 234 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 233 | 234 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 233 | 234 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 233 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 233 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 233 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 233 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 233 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 234 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 234 | 235 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 234 | 235 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 234 | 235 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 234 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 234 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 234 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 234 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 234 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 235 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 235 | 236 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 235 | 236 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 235 | 236 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 235 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 235 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 235 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 235 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 235 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 236 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 236 | 237 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 236 | 237 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 236 | 237 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 236 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 236 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 236 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 236 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 236 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 237 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 237 | 238 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 237 | 238 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 237 | 238 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 237 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 237 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 237 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 237 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 237 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 238 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 238 | 239 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 238 | 239 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 238 | 239 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 238 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 238 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 238 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 238 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 238 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 239 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 239 | 23A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 239 | 23A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 239 | 23A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 239 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 239 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 239 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 239 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 239 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 23A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 23A | 23B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 23A | 23B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 23A | 23B | 001 | FFFF
